Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TH","Organization Capital Readiness","Program corporate culture readiness dinas-dinas tidak berjalan, tidak berjalannya program leadership program bagi para leader, dan tidak berjalannya program 5S5R corporate","Program intervensi culture, one leader one course one sharing, serta 5S5R tidak berjalan dengan maksimal
","culture yang menjadi identitas GMF tidak dapat terdifine secara jelas.  Leader tidak menjalankan program one leader one course one sharing.  Dinas tidak menjalankan 5S5R program
","3","2","6","Medium","Reduce","menyusun program intervensi yang menarik dan dapat mengena diseluruh lapisan, list course online tersedia, dan program 5S5R tersedia
","Perlunya ada alignment dan pembekalan untuk Agent of Change, serta sosialisasi lebih massive tentang leader development
","Program Aktivasi Budaya melalui AoC activity, Leadership melalui LCU dan 5S5R melalui PDCA di Dinas berjalan sesuai target
","Dec 2023","VP TH","SM THB SM THL","DC","Unit","2","2","Low","4/10/2023","Dwi Wahyu Kartiko","Eldira Umar Ali Zain","Eldira Umar Ali Zain","Chairuddin",,,"4/11/2023",,"Open","157",,"4","Tidak","Annisa Fathia Nurfitriani",,"Eldira Umar Ali Zain"
"2023","TH","Information Capital Readiness (ICR)","System baru kurang maksimal penggunaannya","Change Management penggunaan dari system lama ke system baru
","Implementasi system HCIS tidak maksimal
","3","4","12","High","Reduce","Sosialisasi pengenalan di setiap Dinas
","Sosialisasi HCIS Coffee Morning di setiap Dinas setiap Jumat selama 6 bulan
","""User Interface, Single Sign On (SSO) & Mobility Availability ≥ 95%
""
","Dec 2023","VP TH","All SM TH","DC","Unit","2","3","Medium","4/10/2023","Dwi Wahyu Kartiko","Eldira Umar Ali Zain","Eldira Umar Ali Zain","Chairuddin",,,"4/11/2023",,"Open","158",,"6","Ya","Annisa Fathia Nurfitriani",,"Eldira Umar Ali Zain"
"2023","TH","Information Capital Readiness (ICR)","System baru tidak terimplementasikan","Adanya kebijakan efisiensi Staff Expense
","Pic tidak dapat mendevelop aplikasi untuk memenuhi kebutuhan user dalam mengembangkan HCIS
","3","4","12","High","Reduce","Realokasi budget
","Melakukan listing priority apa saja yang akan dilaksanakan ditahun 2023 ini
","""top priority berhasil go live ditahun 2023
""
","Monthly","VP TH","SM THC","DC","Unit","2","3","Medium","4/10/2023","Dwi Wahyu Kartiko","Eldira Umar Ali Zain","Eldira Umar Ali Zain","Chairuddin",,,"4/11/2023",,"Open","159",,"6","Ya","Annisa Fathia Nurfitriani",,"Eldira Umar Ali Zain"
"2023","TQ","Budget Realization","Perjalanan dinas mengalami hambatan/tidak terlaksana","Pengeluaran melebihi budget","Over budget","3","4","12","High","Reduce","Melakukan monthly monitoring budget","- Review actual realization against budget plan
- Monthly expenditure/financing considering previous realization
- Coordinating to Finance for optimum &amp; accurate data","Budget realization and effiency program controlled as target","Monthly","VP TQ","All SM TQ, PDCA budget","TY","DT, DF","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","160",,"6","Ya","Dita Pradini",,
"2023","TQ","Budget Realization","training personnel tidak sesuai ATP","Pengeluaran melebihi budget",,"3","3","9","High","Reduce","Melakukan monthly monitoring budget","- Review actual realization against budget plan
- Monthly expenditure/financing considering previous realization
- Coordinating to Finance for optimum &amp; accurate data","Budget realization and effiency program controlled as target","Monthly","VP TQ","All SM TQ, PDCA budget","TY","DT, DF","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","161",,"6","Tidak","Dita Pradini",,
"2023","TQ","Approval Rating","Dicabut atau disuspennya certificate AMO 145 oleh authority","- Hasil finding audit ataupun surveillance yang signifikan dan tidak bisa dokontrol untuk perbaikannya","- Authority Certificate disuspend atau dicabut","2","5","10","High","Share/ Transfer","- Mengontrol Bisnis Proses GMF untuk tetap comply dengan requirement quality dan safety
- Meningkatkan fungsi ECA (Escort, Consult, Audit) untuk mempertahankan GMF compliance","- Enhance Escorting, consulting, auditing (ECA)  roles &amp; functions
- Intensive coordination with marketing for bussiness plan information
- Intensive comunication with relevant authorities
- Intensive managing of authorized personnel related to approval rating required","- ECA roles &amp; functions enhanced
- Approval Rating are granted and maintained as business needed.
 - Requested Capability approval granted
- Communication with relevant authorities are well conducted
- Authorized personnel related to approval rating required  are well managed","Monthly","VP TQ","QSA, TQY, TQD, TQW","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","162",,"4","Tidak","Dita Pradini",,
"2023","TQ","Customer Satisfaction Index","- Kualitas produk yang direlease oleh Certifying Staff GMF tidak bagus dan mendapatkan komplain dari customer","Kurangnya awareness Certifying Staff pada saat melakukan pekerjaan","Turun atau hilangnya kepercayaan dari customer","5","3","15","High","Reduce","'Koordinasi dengan customer terkait Quality dan Safety aspect. Alingment dengan customer terkait complaint dan lain sebagainya","- Enhance quality and safety coordination with customer by regular cordination with customer and daily alignment in production area by quality Control","- Customer coordination and alignment performed 
- Customer audit/surveillance are well escorted, and the findings are well controlled
- Customer special requirement (PRM, CQP) for certain customer are included in audit requirement","Quarterly","VP TQ","All TQ","TP","BOD, VP","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","163",,"6","Ya","Dita Pradini",,
"2023","TQ","Customer Satisfaction Index","- Turn Around Time suatu project melebihi batas yang sudah di rencanakan","Limited personnel dengan stamp RII dan Q",,"4","3","12","High","Reduce","Develop personnel untuk memenuhi kebutuhan","- Review kebutuhan personnel secara periodik
- Develop personel yang sudah ada untuk dapat mencapai kualifikasi yang dibutuhkan untuk pekerjaan RII dan Q.","Personnel available at the right time and right place","Quarterly","VP TQ","All TQ","TP","BOD, VP","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","164",,"6","Ya","Dita Pradini",,
"2023","TQ","Performance Fulfillment","- Tidak tercapainya Quality / Safety requirement pada saat handling A/C on ground<br>","- Improper handling Aircraft on ground","Tidak tercapainya internal performance yang sudah ditargetkan","2","3","6","Medium",,,"- Enhance performance of aircraft surveillance, Q-Item completion, preliminary activities, work package review prior to distribution and prior to release.
- Monitoring of A/C project maintenance SWIFT data, customer quality plan (CQP) availability.
-Enhance performance of quality &amp; safety audit &amp; surveillance activities.
- Enhance performance of capability development evaluation
- Enhance controlling of level 1  Quality Manual compliance to regulation
- Enhance safety inspection process and investigation, HIRAM management, and SAG management &amp; facilitator
- Enhance  accuracy personnel record and assessment process
- Enhance performance to ensure the valid &amp; auditable Quality System Documentation
- Perform evaluation of company quality &amp; safety level
- Enhance performance of component &amp; Material surveillance, Q-Item completion, preliminary activities, work package review prior to distribution and prior to release.
- Perfom QC Surveillance related workshop area (Material, Component &amp; Engine), Perform Preliminary Activities in workshop area, Perform Workpackage Review, Monitor Customer Quality Plan (CQP) Availability
- New Capability &amp; Capacity Operationalized
- KM Index Program","- FDD &amp; post hangar maintenance problem as required are reduced
- A/C maintenance record compliance level are increased
- Requested new capabilities are evaluated  as procedure
- Assessment personnel are well performed based on procedure
- Accurate &amp; auditable personnel record, and customer certification endorsement
- Safety inspection process and investigation, HIRAM management, and SAG facilitator are well performed
- Safety event (accident - incident) are reduced.
- Company Quality &amp; Safety evaluation performance is conducted and reported 
- Report of surveillance, preliminary activities, workpackage review, CQP in workshop area are available","Monthly","VP TQ","All TQ","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","165",,"4","Tidak","Dita Pradini",,
"2023","TQ","Effectiveness of Finding & Recommendation Follow Up.","- Masih ditemukannya finding yang sama dari audit internal maupun external","- Implementasi hasil jawaban dari NCR internal maupun external audit dengan baik dan benar","- Berpotensi menjadi finding dari audit external","3","3","9","High","Reduce","Melaksanakan konsultasi pada saat proses corrective/preventive action. Cross check kembali oleh lead auditor untuk closing finding","- Enhance the effectiveness of audit process
- Enhance the controlling of Quality &amp; Safety finding and recommendation (including NCR, surveillance, investigation, IOR, COPQ)","- Repetitive finding are reduced
- External finding are reduced
- Recommendation and follow up finding (including NCR, surveillance, investigation, IOR, COPQ) are well monitored","Monthly","VP TQ","QSA, TQY","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","166",,"4","Ya","Dita Pradini",,
"2023","TQ","Effectiveness of Finding & Recommendation Follow Up.","- Masih ditemukan kejadian incident maupun accident di unit yang sama","- Implementasi dari rekomendasi investigasi Tidak terlaksana dengan baik dan benar","- Turunnya kepercayaan dari customer maupun authority","4","4","16","Crisis","Reduce","Melaksanakan konsultasi pada saat proses corrective/preventive action. Cross check kembali oleh lead auditor untuk closing finding","- Enhance the effectiveness of audit process
- Enhance the controlling of Quality &amp; Safety finding and recommendation (including NCR, surveillance, investigation, IOR, COPQ)","- Repetitive finding are reduced
- External finding are reduced
- Recommendation and follow up finding (including NCR, surveillance, investigation, IOR, COPQ) are well monitored","Monthly","VP TQ","QSA, TQY","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","167",,"4","Tidak","Dita Pradini",,
"2023","TQ","Effectiveness of Finding & Recommendation Follow Up.","- Tingginya nilai CoPQ","- rekomendasi untuk pengontrolan CoPQ yang diberikan Tidak dilaksanakan dengan baik dan benar","- Tergerusnya profit","2","3","6","Medium",,,,,,,,,,,,,"4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","168",,"0","Tidak","Dita Pradini",,
"2023","TQ","Governance, Risk and Compliance (GRC) GCG, Risk Maturity, FCAR dan QSC","Telat dalam menjawab FCAR, melaporkan Risk Monitoring dan pelaporan GCG","Miss koordinasi","Nilai pencapaian dari GRC tidak mencapai target","2","3","6","Medium","Reduce","Mengikuti procedure terkait GCG dan FCAR","- FCAR, GCG &amp; Risk Maturity are achieved target
- Risk Officer Coordinating with Risk Management Unit to controlling risk maturity","FCAR, GCG & Risk Maturity are achieved target","Quarterly","VP TQ","All TQ","DT","DL, DB, DC, DF","3","1","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","169",,"3","Tidak","Dita Pradini",,
"2023","TQ","Asset Management","Asset yang ada dilist tidak sesuai dengan aktual kondisi yang ada","Kurangnya kontrol terhadap asset yang dimiliki oleh dinas","Nilai pencapaian Asset Management tidak mencapai target","2","3","6","Medium","Reduce","Menunjuk PIC or PDCA Asset Management untuk mengontrol asset yang dimiliki dinas","Coordinating with relating department who incharge in Asset Management","Asset management are achieved target","Monthly","VP TQ","All TQ","TU, TX","DT, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","170",,"4","Tidak","Dita Pradini",,
"2023","TQ","Data Quality Integrity (DQI)","Banyaknya nilai DQI dari unit produksi masih merah","Follow up dan kontrol dari produksi masih kurang","Nilai DQI control tidakmencapai traget","2","4","8","Medium","Reduce","Melakukan reminder ke unit produksi","Enhance controlling of DQI performance.","DQI Performance level are increased","Monthly","VP TQ","QSA","TDO, All Production Unit","DT, DL, DB","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","171",,"4","Tidak","Dita Pradini",,
"2023","TQ","Continuous Improvement","Kurangnya resources untuk melaksanakan continous improvement program","Pengontrolan terhadap program Continuous Improvement yang kurang baik","Target 1 continous improvement program setiap semester tidak tercapai","2","3","6","Medium","Reduce","List dan kontrol rencana continous improvement program tahun 2023","Review internal process  & effectiveness as required in and develop application if possible to make process easier and simple","Bussiness process each unit are more effective and new application developed or avalaible application enhanced","Semesterly","VP TQ","All TQ","TDI","DT","1","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","172",,"2","Tidak","Dita Pradini",,
"2023","TQ","Human Capital Readiness (HCR)","Kurangnya kompetensi personnel","- Kurangnya knowledge dan experience dari personnel personnel muda TQ
- Belum terpenuhinya persyaratan dari personnel yang akan diajukan licensenya",,"4","3","12","High","Accept","- Monitor secara intensif terkait pemenuhan dan development personnel TQ
- Merencanakan manpower capacity dan utilisasi
- Meningkatkan proses development personnel TQ termasuk training, OJT, Monitoring dan assigment","- Mapping and review Quantity aspect for Non-Structural &amp; Structural
- Develop Quaility &amp; Safety personnel based of qualification","- Quantity of TQ Non-Structural &amp; Structural are fulfilled
- Qualification aspect through IDP &amp; license personnel are fulfilled","Monthly","VP TQ","All TQ","TH","BOD","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","173",,"6","Ya","Dita Pradini",,
"2023","TQ","Organization Capital Readiness (OCR)","Tidak terlaksananya program terkait Organization Capital Readiness","Kurangnya koordinasi antara PIC yang melaksanakan program OCR yang sudah diplan","Nilai OCR yang sudah ditargetkan tidak tercapai","4","3","12","High","Reduce","Menentukan PIC untuk pelaksanaan dan kontrol program OCR","Coordinating with all PDCA unit TQ, AoC and Structural level to perform program stated in the OCR KPI","All program that planned for OCR KPI are performed","Monthly","VP TQ","All TQ","TH","DT, DC","2","3","Medium","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","174",,"6","Ya","Dita Pradini",,
"2023","TQ","Information Capital Readiness (ICR)","Nilai Information Capital Readiness tidak mencapai 85%","Kurangnya informasi dan koordinasi antara dinas dengan unit TDO","Nilai ICR yang sudah ditargetnya tidak tercapai","2","3","6","Medium","Share/ Transfer","PDCA IT berkoordinasi dengan unit TDO","Coordinating with PDCA IT TQ and TDO","Applications proposed are developed or enhanced","Monthly","VP TQ","All TQ","TDO","DT","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023",,"Open","175",,"4","Tidak","Dita Pradini",,
"2023","TS","F1.1 Budget Realization - Aktual beban biaya","Tidak adanya ketersediaan dana untuk membayar kewajiban terhadap regulator dan vendor","1. Approved Budget yang tidak sesuai dengan kebutuhan mandatory;
2. Adanya permintaan aktivitas baru di luar dari budget yang sudah direncanakan;","1. Timbulnya denda dari regulator maupun vendor atau konsultan penyedia jasa, dimanda denda dimaksud tidak disetujui pada pengajuan anggaran sebelumnya;
2. Terhambatnya program kerja yang sudah direncanakan, sehinga mengakibatkan menurunnya kinerja Perseroan.","4","4","16","Crisis","Reduce","1. Menekan biaya yang tidak mandatory;
2. Negosiasi dengan regulator dan vendor untuk memberikan relaksasi pembayaran kewajiban.","1. Memastikan Realisasi Anggaran sesuai dengan Perencanaan;
2. Bila Risiko terjadi, dilakukan realokasi anggaran;
3. Koordinasi dengan fungsi treasury management agar dapat memberikan komitmen pembayaran, terutama untuk pembayaran kepada regulator untuk meminimalisir sanksi denda dan potensi sanksi lainnya.","1. Realisasi beban tidak melebihi anggaran;
2. Komitmen pembayaran tersedia dan pembayaran dilaksanakan tepat waktu.","M","VP TS","Budget Controller Dinas, VP TA, VPTX","TA, TX","Direksi, TA","2","3","Medium","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni",,,,,"KPI-TS-2023-178","Open","178",,"6","Tidak","Ika Edriantika",,
"2023","TS","C1.1 Service Level Fulfilment - 'SLA Legal Business Contract Readiness dan SLA Investor Relations","1. Adanya ketidaktepatan SLA dalam melakukan Pelayanan Legal &amp; Governance serta dalam pembuatan kontrak;<br>2. Adanya ketidaktepatan SLA dalam penyampaian penjelasan kepada Pemegang Saham, Calon Pemegang Saham, Analis dan lain-lain;","1. Kurangnya koordinasi dengan CBO/CSS dalam penyelesaian pelayanan Legal &amp; governance dan pembuatan kontrak;
2. Kurangnya koordinasi dengan CBO/CSS dalam mendapatkan data / informasi yang berdampak pada saham Perseroan","1. Adanya keluhan  dari user yang dapat menimbulkan kerugian formil maupun materiil;
2. Adanya keluhan dari Pemegang Saham, Calon Pemegang Saham, Analis dan lain-lain yang mengakibatkan terjadinya penurunan saham Perseroan;
3. Sanksi dari regulator;","3","3","9","High","Reduce","1. Optimalisasi koordinasi dengan CBO/CSS dalam penyelesaian pelayanan Legal &amp; governance, termasuk dalam hal penyelesaian kontrak, serta meningkatkan pemahaman CBO/CSS terhadap proses bisnis pembuatan kontrak;
2. Melakukan koordinasi langsung dengan CBO/CSS dalam mendapatkan data / informasi mengenai Perseroan yang dapat berdampak terhadap saham Perseroan;","1. Optimalisasi koordinasi dengan CBO/CSS dalam penyelesaian pelayanan Legal &amp; governance serta pembuatan kontrak;
2. Mengupayakan peningkatan pemahaman CBO/CSS terhadap proses bisnis dalam pelayanan Legal &amp; Governance serta pembuatan kontrak;
3. Mengupayakan peningkatan pemahaman CBO/CSS agar permintaan data/informasi mengenai Perseroan dapat disampaikan dengan jelas dan tepat waktu, khususnya terhadap data/informasi yang dapat memengaruhi harga saham Perseroan;","1. SLA terpenuhi tanpa ada keluhan;
2. Tidak adanya sanksi dari regulator dan nilai saham Perseroan terjaga;","M","VP TS","SM TSL, SM TSB","TA","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-179","Open","179",,"1","Tidak","Ika Edriantika",,
"2023","TS","C1.2 Corporate Reputation Management","Terjadinya penurunan layanan dalam Pengelolaan Komunikasi Perseroan;<br>","1. Kurangnya koordinasi dengan CBO/CSS dalam melaksanakan pengukuran layanan pengelolaan komunikasi Perseroan, baik komunikasi secara internal maupun eksternal;
2. Tidak adanya dukungan terhadap kebijakan manajemen dan upaya-upaya transformasi usaha dalam menjawab tantangan pasar serta lemahnya karakter brand di mata karyawan maupun pelanggan;","1. Adanya keluhan dari stakeholders yang dapat menimbulkan turunnya kepercayaan oleh stakeholders, baik dari internal (misalnya pegawai), maupun dari eksternal (misalnya media);
2 Kurangnya adaptasi dalam melakukan transformasi mengikuti perubahan pasar;","4","4","16","Crisis","Reduce","1. Optimalisasi Media Outreach and Digital Trends;
2. Menangani atau mengelola komunikasi internal dengan komunikasi vertikal dan komunikasi horizontal;","1. Melaksanakan pengukuran Employee Awareness &amp; Feeback;
2. &%2339;Optimalisasi pemberian pemahaman kepada karyawan dan management terhadap pentingnya informasi Perseroan diserap dan dipahami dengan cepat serta memberikan kebanggan terhadap setiap kebiajakn dan branding Perseroan;
3 Optimalisasi Media Outreach and Digital Trends;","1. Hasil pengukuran tersedia dan sesuai target;
2. Media Outreach and Digital Trends terlaksana optimal;","M","VP TS","SM TSC","TA","BoD, TA,  Related Unit","2","2","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-180","Open","180",,"4","Ya","Ika Edriantika",,
"2023","TS","I1.1 Governance, Risk, and Compliance","1. Tindak lanjut hasil temuan audit tidak selesai tepat waktu dan tidak sesuai dengan rekomendasi audit;<br>2. Terlambatnya penyampaian laporan risk monitoring dan pengelolaan risikonya;","1. Kurangnya koordinasi dengan unit terkait lainnya untuk menindaklanjuti hasil temuan audit;
2. Kurangnya konsistensi dalam penyampaian Laporan kepada  Management;","Rekomendasi audit tidak dijalankan dengan optimal","4","4","16","Crisis","Reduce","1. Koordinasi dengan unit terkait lainnya untuk menindaklanjuti rekomendasi dari hasil temuan audit;
2. Risk Officer berkoordinasi dengan PDCA Business untuk penyampaian laporan Risk Monitoring;","1. Menyusun plan dan time frame untuk menindaklanjuti rekomendasi hasil temuan audit;
2. Risk Officer berkoordinasi dengan PDCA Business untuk penyampaian laporan Risk Monitoring;","1. Rekomendasi dari temuan audit selesai;
2. Laporan Risk Monitoring tersedia;","A","VP TS","SM TSB, Risk Officer","TA","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-181","Open","181",,"1","Ya","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - ' Legal Services Comply with Related Regulation","Adanya transaksi bisnis atau perbuatan hukum yang dilakukan tidak sesuai dengan tata kelola perusahaan serta tanpa mitigasi risiko hukum yang memadai","Kurangnya pemahaman mengenai pentingnya legal & compliance risk dalam suatu transaksi bisnis","1. Adanya risiko hukum yang terjadi karena perbuatan hukum yang dilaksanakan tidak sesuai dengan tata kelola dan regulasi yang berlaku;
2. Terganggunya operasional perusahaan.","5","4","20","Crisis","Reduce","1. Meningkatkan awareness unit terkait atas legal risk dalam suatu transaksi bisnis
2. Meningkatkan koordinasi antar unit terkait dengan mitigasi risiko hukum
3. Meningkatkan koordinasi implementasi transaksi bisnis sesuai tata kelola perusahaan dan regulasi","1. Meningkatkan awareness unit terkait atas legal risk dalam suatu transaksi bisnis
2. Meningkatkan koordinasi antar unit terkait dengan mitigasi risiko hukum
3. Meningkatkan koordinasi implementasi transaksi bisnis sesuai tata kelola perusahaan dan regulasi","1. Advis hukum tersedia sesuai dengan tata kelola dan regulasi
2. Aksi korporasi dan transaksi bisnis yang dilakukan sesuai tata kelola dan regulasi","M","VP TS","SM TSL","TA, Related Unit","BoD, TA,  Related Unit","2","2","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-182","Open","182",,"4","Ya","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - 'Business Contract Protection","Adanya sengketa yang terjadi dalam kontrak yang telahdisepakati Perseroan dengan Pihak lain","Lemahnya posisi Perseroan pada saat terjadinya sengketa di dalam kontrak yang telah disepakati","Adanya kerugian dikarenakan terdapat sengketa dari kontrak yang telah disepakati","5","4","20","Crisis","Reduce","Memberikan reviu dan reminder terkait kewajiban pemenuhan klausul kontrak","Membuat standar kontrak sesuai dengan kebutuhan Perseroan dengan mempertimbangkan praktik terbaik yang telah ditetapkan di dalam sektor industri Perseroan","reviu kontrak sesuai dengan tata kelola dan regulasi","M","VP TS","SM TSB, SM TSL","TA, Related Unit","BoD, TA,  Related Unit","2","2","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-183","Open","183",,"4","Ya","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - Manage 'GCG Implementation & Improvement","Adanya penurunan penerapan tata kelola perusahaan yang baik","Kurangnya pemahaman atas pentingnya tata kelola perusahaan yang baik pada seluruh pemangku kepentingan","Terdapat penurunan reputasi Perseroan terhadap publik, termasuk diantaranya di dalam ajang penghargaan","3","3","9","High","Reduce","Memberikan pemahaman terhadap pentingnya tata kelola perusahaan yang baik di perusahaan kepada seluruh pemangku kepentingan, dan melibatkannya dalam implementasi GCG di perusahaan","1. Melibatkan unit-unit terkait dalam evaluasi implementasi GCG
2. melakukan monitor secara periodik dalam implementasi GCG di setiap organ Perusahaan;
3. Mengidentifikasi dan menyelesaikan potensi temuan GCG di setiap organ Perusahaan.","Meningkatnya capaian hasil evaluasi implementasi GCG
Pelatihan GCG untuk para Direksi","Q","VP TS","SM TSL","TA, Related Unit","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni",,,,,"KPI-TS-2023-184","Open","184",,"1","Tidak","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - 'Shareholder Resolution Comply with  Related Regulations","Adanya keputusan dalam RUPS yang tidak sesuai dengan aturan yang berlaku dan menimbulkan kerugian serta sanksi Administratif maupun Pidana","Kurangnya komunikasi antara Pemegang Saham dan Management mengenai rencana Pemegang Saham yang akan diterapkan pada Perseroan","Adanya kerugian yang diterima Perseroan, dalam bentuk formil maupun materiiil","3","3","9","High","Reduce","Melakukan komunikasi terutama Pemegang Saham Pengendali terhadap rencana yang akan dilakukan","Meningkatkan koordinasi dengan Pemegang Saham Pengendali terhadap rencana yang akan dilakukan sesuai dengan peratuan yang berlaku","Tidak adanya kerugian Perseroan maupun sanksi kepada Perseroan","M","VP TS","SM TSL","TA","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-185","Open","185",,"1","Tidak","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - 'Frequency of Compliance Reviews","Adanya tindakan Organ Perseroan (termasuk Direksi, Dewan Komisaris, dan Pemegang Saham) yang tidak sesuai dengan aturan yang berlaku dan menimbulkan kerugian serta sanksi, baik sanksi administratif, Pidana, maupun sanksi lainnya","Kurangnya pemahaman Organ Perseroan (termasuk Direksi, Dewan Komisaris, dan Pemegang Saham) mengenai Tugas, Kewenangan dan Tanggung Jawab dalam menjalankan perannya masing-masing","Adanya kerugian yang diterima Perseroan, dalam bentuk formil maupun materiiil","3","3","9","High","Reduce","1. Mereviu Pedoman Direksi mengacu pada Peraturan Perundang-undangan yang berlaku saat ini;
2. Melakukan telaah terhadap setiap perbuatan huku, termasuk transaksi-transaksi maupun isu-isu terkini;
3. Mengikuti perkembangan perubahan peraturan perundang-undangan yang berlaku;","Melaksanakan Pelatihan Eksternal maupun Internal mengenai Pemahaman Tugas, Kewenangan dan Tanggung Jawab Organ Perseroan dalam pengurusan Perseroan;","Tidak adanya kerugian Perseroan maupun sanksi kepada Direksi dalam Pengurusan Perseroan","M","VP TS","SM TSL","TA","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni",,,,,"KPI-TS-2023-186","Open","186",,"1","Tidak","Ika Edriantika",,
